mean_phred_score	n_sequences	sample	read_pair	stage
28	402745	AP-DNA-6	1	cleaned
29	740506	AP-DNA-6	1	cleaned
30	1168599	AP-DNA-6	1	cleaned
31	1675948	AP-DNA-6	1	cleaned
32	2257138	AP-DNA-6	1	cleaned
33	2837817	AP-DNA-6	1	cleaned
34	2952008	AP-DNA-6	1	cleaned
35	1463658	AP-DNA-6	1	cleaned
36	1576	AP-DNA-6	1	cleaned
25	49346	AP-DNA-6	2	cleaned
26	169972	AP-DNA-6	2	cleaned
27	359325	AP-DNA-6	2	cleaned
28	635295	AP-DNA-6	2	cleaned
29	991332	AP-DNA-6	2	cleaned
30	1423582	AP-DNA-6	2	cleaned
31	1922095	AP-DNA-6	2	cleaned
32	2455741	AP-DNA-6	2	cleaned
33	2752783	AP-DNA-6	2	cleaned
34	2194650	AP-DNA-6	2	cleaned
35	790405	AP-DNA-6	2	cleaned
36	2004	AP-DNA-6	2	cleaned
25	9810	AP-DNA-7	1	cleaned
26	53283	AP-DNA-7	1	cleaned
27	161425	AP-DNA-7	1	cleaned
28	365917	AP-DNA-7	1	cleaned
29	669449	AP-DNA-7	1	cleaned
30	1058152	AP-DNA-7	1	cleaned
31	1514595	AP-DNA-7	1	cleaned
32	2042632	AP-DNA-7	1	cleaned
33	2570119	AP-DNA-7	1	cleaned
34	2672604	AP-DNA-7	1	cleaned
35	1323037	AP-DNA-7	1	cleaned
36	1518	AP-DNA-7	1	cleaned
25	43308	AP-DNA-7	2	cleaned
26	153093	AP-DNA-7	2	cleaned
27	326107	AP-DNA-7	2	cleaned
28	581618	AP-DNA-7	2	cleaned
29	913482	AP-DNA-7	2	cleaned
30	1310505	AP-DNA-7	2	cleaned
31	1772454	AP-DNA-7	2	cleaned
32	2249338	AP-DNA-7	2	cleaned
33	2485228	AP-DNA-7	2	cleaned
34	1932515	AP-DNA-7	2	cleaned
35	672982	AP-DNA-7	2	cleaned
36	1911	AP-DNA-7	2	cleaned
25	10200	AP-DNA-8	1	cleaned
26	56144	AP-DNA-8	1	cleaned
27	170021	AP-DNA-8	1	cleaned
28	386895	AP-DNA-8	1	cleaned
29	705150	AP-DNA-8	1	cleaned
30	1106294	AP-DNA-8	1	cleaned
31	1564472	AP-DNA-8	1	cleaned
32	2062454	AP-DNA-8	1	cleaned
33	2496566	AP-DNA-8	1	cleaned
34	2427405	AP-DNA-8	1	cleaned
35	1085174	AP-DNA-8	1	cleaned
36	1230	AP-DNA-8	1	cleaned
25	45962	AP-DNA-8	2	cleaned
26	160298	AP-DNA-8	2	cleaned
27	339585	AP-DNA-8	2	cleaned
28	601993	AP-DNA-8	2	cleaned
29	937476	AP-DNA-8	2	cleaned
30	1334175	AP-DNA-8	2	cleaned
31	1778266	AP-DNA-8	2	cleaned
32	2208849	AP-DNA-8	2	cleaned
33	2358630	AP-DNA-8	2	cleaned
34	1737044	AP-DNA-8	2	cleaned
35	568191	AP-DNA-8	2	cleaned
36	1536	AP-DNA-8	2	cleaned
25	7768	AP-DNA-9	1	cleaned
26	44904	AP-DNA-9	1	cleaned
27	135763	AP-DNA-9	1	cleaned
28	309442	AP-DNA-9	1	cleaned
29	566642	AP-DNA-9	1	cleaned
30	888262	AP-DNA-9	1	cleaned
31	1255779	AP-DNA-9	1	cleaned
32	1648908	AP-DNA-9	1	cleaned
33	1959409	AP-DNA-9	1	cleaned
34	1794484	AP-DNA-9	1	cleaned
35	662581	AP-DNA-9	1	cleaned
36	934	AP-DNA-9	1	cleaned
25	36783	AP-DNA-9	2	cleaned
26	132577	AP-DNA-9	2	cleaned
27	280411	AP-DNA-9	2	cleaned
28	494258	AP-DNA-9	2	cleaned
29	764892	AP-DNA-9	2	cleaned
30	1084643	AP-DNA-9	2	cleaned
31	1425507	AP-DNA-9	2	cleaned
32	1745847	AP-DNA-9	2	cleaned
33	1796397	AP-DNA-9	2	cleaned
34	1196054	AP-DNA-9	2	cleaned
35	316306	AP-DNA-9	2	cleaned
36	1201	AP-DNA-9	2	cleaned
25	7831	AP-RNA-10	1	cleaned
26	39970	AP-RNA-10	1	cleaned
27	117741	AP-RNA-10	1	cleaned
28	261648	AP-RNA-10	1	cleaned
29	469795	AP-RNA-10	1	cleaned
30	725581	AP-RNA-10	1	cleaned
31	1015795	AP-RNA-10	1	cleaned
32	1331979	AP-RNA-10	1	cleaned
33	1605798	AP-RNA-10	1	cleaned
34	1523668	AP-RNA-10	1	cleaned
35	536308	AP-RNA-10	1	cleaned
36	511	AP-RNA-10	1	cleaned
25	42469	AP-RNA-10	2	cleaned
26	134071	AP-RNA-10	2	cleaned
27	269046	AP-RNA-10	2	cleaned
28	448936	AP-RNA-10	2	cleaned
29	669331	AP-RNA-10	2	cleaned
30	917872	AP-RNA-10	2	cleaned
31	1185750	AP-RNA-10	2	cleaned
32	1418906	AP-RNA-10	2	cleaned
33	1437629	AP-RNA-10	2	cleaned
34	913438	AP-RNA-10	2	cleaned
35	198459	AP-RNA-10	2	cleaned
36	718	AP-RNA-10	2	cleaned
25	10512	AP-RNA-11	1	cleaned
26	53026	AP-RNA-11	1	cleaned
27	156966	AP-RNA-11	1	cleaned
28	351574	AP-RNA-11	1	cleaned
29	634070	AP-RNA-11	1	cleaned
30	973156	AP-RNA-11	1	cleaned
31	1333476	AP-RNA-11	1	cleaned
32	1654425	AP-RNA-11	1	cleaned
33	1830927	AP-RNA-11	1	cleaned
34	1528577	AP-RNA-11	1	cleaned
35	469124	AP-RNA-11	1	cleaned
36	496	AP-RNA-11	1	cleaned
25	52454	AP-RNA-11	2	cleaned
26	171916	AP-RNA-11	2	cleaned
27	352551	AP-RNA-11	2	cleaned
28	602562	AP-RNA-11	2	cleaned
29	904192	AP-RNA-11	2	cleaned
30	1228114	AP-RNA-11	2	cleaned
31	1524021	AP-RNA-11	2	cleaned
32	1689998	AP-RNA-11	2	cleaned
33	1502312	AP-RNA-11	2	cleaned
34	811317	AP-RNA-11	2	cleaned
35	156164	AP-RNA-11	2	cleaned
36	728	AP-RNA-11	2	cleaned
25	10289	AP-RNA-12	1	cleaned
26	53826	AP-RNA-12	1	cleaned
27	160395	AP-RNA-12	1	cleaned
28	361381	AP-RNA-12	1	cleaned
29	658683	AP-RNA-12	1	cleaned
30	1028054	AP-RNA-12	1	cleaned
31	1452066	AP-RNA-12	1	cleaned
32	1927915	AP-RNA-12	1	cleaned
33	2356195	AP-RNA-12	1	cleaned
34	2269529	AP-RNA-12	1	cleaned
35	813284	AP-RNA-12	1	cleaned
36	965	AP-RNA-12	1	cleaned
25	56508	AP-RNA-12	2	cleaned
26	175936	AP-RNA-12	2	cleaned
27	355659	AP-RNA-12	2	cleaned
28	601710	AP-RNA-12	2	cleaned
29	908057	AP-RNA-12	2	cleaned
30	1263855	AP-RNA-12	2	cleaned
31	1666722	AP-RNA-12	2	cleaned
32	2061010	AP-RNA-12	2	cleaned
33	2187092	AP-RNA-12	2	cleaned
34	1483736	AP-RNA-12	2	cleaned
35	330807	AP-RNA-12	2	cleaned
36	1490	AP-RNA-12	2	cleaned
25	10641	AP-RNA-13	1	cleaned
26	52876	AP-RNA-13	1	cleaned
27	153083	AP-RNA-13	1	cleaned
28	338995	AP-RNA-13	1	cleaned
29	611384	AP-RNA-13	1	cleaned
30	948074	AP-RNA-13	1	cleaned
31	1327713	AP-RNA-13	1	cleaned
32	1723316	AP-RNA-13	1	cleaned
33	2050926	AP-RNA-13	1	cleaned
34	1890325	AP-RNA-13	1	cleaned
35	643298	AP-RNA-13	1	cleaned
36	715	AP-RNA-13	1	cleaned
25	54922	AP-RNA-13	2	cleaned
26	168898	AP-RNA-13	2	cleaned
27	335302	AP-RNA-13	2	cleaned
28	563476	AP-RNA-13	2	cleaned
29	843395	AP-RNA-13	2	cleaned
30	1161918	AP-RNA-13	2	cleaned
31	1510516	AP-RNA-13	2	cleaned
32	1821131	AP-RNA-13	2	cleaned
33	1852339	AP-RNA-13	2	cleaned
34	1183444	AP-RNA-13	2	cleaned
35	254901	AP-RNA-13	2	cleaned
36	1104	AP-RNA-13	2	cleaned
25	4120	AP-RNA-14	1	cleaned
26	21651	AP-RNA-14	1	cleaned
27	62694	AP-RNA-14	1	cleaned
28	140341	AP-RNA-14	1	cleaned
29	253915	AP-RNA-14	1	cleaned
30	394436	AP-RNA-14	1	cleaned
31	555879	AP-RNA-14	1	cleaned
32	735304	AP-RNA-14	1	cleaned
33	897879	AP-RNA-14	1	cleaned
34	864934	AP-RNA-14	1	cleaned
35	303144	AP-RNA-14	1	cleaned
36	230	AP-RNA-14	1	cleaned
25	21842	AP-RNA-14	2	cleaned
26	68290	AP-RNA-14	2	cleaned
27	138908	AP-RNA-14	2	cleaned
28	235619	AP-RNA-14	2	cleaned
29	356201	AP-RNA-14	2	cleaned
30	494680	AP-RNA-14	2	cleaned
31	650531	AP-RNA-14	2	cleaned
32	793993	AP-RNA-14	2	cleaned
33	824119	AP-RNA-14	2	cleaned
34	537299	AP-RNA-14	2	cleaned
35	112676	AP-RNA-14	2	cleaned
36	369	AP-RNA-14	2	cleaned
25	427	AP-RNA-15	1	cleaned
26	1388	AP-RNA-15	1	cleaned
27	2865	AP-RNA-15	1	cleaned
28	5192	AP-RNA-15	1	cleaned
29	8696	AP-RNA-15	1	cleaned
30	12896	AP-RNA-15	1	cleaned
31	17863	AP-RNA-15	1	cleaned
32	23203	AP-RNA-15	1	cleaned
33	28678	AP-RNA-15	1	cleaned
34	28028	AP-RNA-15	1	cleaned
35	10800	AP-RNA-15	1	cleaned
36	13	AP-RNA-15	1	cleaned
25	1254	AP-RNA-15	2	cleaned
26	3299	AP-RNA-15	2	cleaned
27	5517	AP-RNA-15	2	cleaned
28	8139	AP-RNA-15	2	cleaned
29	11754	AP-RNA-15	2	cleaned
30	15869	AP-RNA-15	2	cleaned
31	20539	AP-RNA-15	2	cleaned
32	25199	AP-RNA-15	2	cleaned
33	26379	AP-RNA-15	2	cleaned
34	17840	AP-RNA-15	2	cleaned
35	4251	AP-RNA-15	2	cleaned
36	9	AP-RNA-15	2	cleaned
25	299	AP-RNA-16	1	cleaned
26	1149	AP-RNA-16	1	cleaned
27	2438	AP-RNA-16	1	cleaned
28	4592	AP-RNA-16	1	cleaned
29	7282	AP-RNA-16	1	cleaned
30	10453	AP-RNA-16	1	cleaned
31	14007	AP-RNA-16	1	cleaned
32	18196	AP-RNA-16	1	cleaned
33	22421	AP-RNA-16	1	cleaned
34	22222	AP-RNA-16	1	cleaned
35	9481	AP-RNA-16	1	cleaned
36	8	AP-RNA-16	1	cleaned
25	1025	AP-RNA-16	2	cleaned
26	2801	AP-RNA-16	2	cleaned
27	4667	AP-RNA-16	2	cleaned
28	6690	AP-RNA-16	2	cleaned
29	9194	AP-RNA-16	2	cleaned
30	12498	AP-RNA-16	2	cleaned
31	15767	AP-RNA-16	2	cleaned
32	19583	AP-RNA-16	2	cleaned
33	21052	AP-RNA-16	2	cleaned
34	15117	AP-RNA-16	2	cleaned
35	4136	AP-RNA-16	2	cleaned
36	18	AP-RNA-16	2	cleaned
25	15051	AP-RNA-1	1	cleaned
26	75788	AP-RNA-1	1	cleaned
27	220987	AP-RNA-1	1	cleaned
28	492078	AP-RNA-1	1	cleaned
29	890854	AP-RNA-1	1	cleaned
30	1383298	AP-RNA-1	1	cleaned
31	1940923	AP-RNA-1	1	cleaned
32	2539059	AP-RNA-1	1	cleaned
33	3037660	AP-RNA-1	1	cleaned
34	2840309	AP-RNA-1	1	cleaned
35	1002746	AP-RNA-1	1	cleaned
36	1211	AP-RNA-1	1	cleaned
25	76663	AP-RNA-1	2	cleaned
26	236068	AP-RNA-1	2	cleaned
27	471991	AP-RNA-1	2	cleaned
28	801866	AP-RNA-1	2	cleaned
29	1205067	AP-RNA-1	2	cleaned
30	1676358	AP-RNA-1	2	cleaned
31	2194123	AP-RNA-1	2	cleaned
32	2682162	AP-RNA-1	2	cleaned
33	2794860	AP-RNA-1	2	cleaned
34	1864654	AP-RNA-1	2	cleaned
35	434348	AP-RNA-1	2	cleaned
36	1804	AP-RNA-1	2	cleaned
25	17349	AP-RNA-2	1	cleaned
26	90541	AP-RNA-2	1	cleaned
27	266771	AP-RNA-2	1	cleaned
28	597832	AP-RNA-2	1	cleaned
29	1087316	AP-RNA-2	1	cleaned
30	1698195	AP-RNA-2	1	cleaned
31	2397053	AP-RNA-2	1	cleaned
32	3176015	AP-RNA-2	1	cleaned
33	3884300	AP-RNA-2	1	cleaned
34	3789255	AP-RNA-2	1	cleaned
35	1459905	AP-RNA-2	1	cleaned
36	1592	AP-RNA-2	1	cleaned
25	92501	AP-RNA-2	2	cleaned
26	290864	AP-RNA-2	2	cleaned
27	589982	AP-RNA-2	2	cleaned
28	999909	AP-RNA-2	2	cleaned
29	1508520	AP-RNA-2	2	cleaned
30	2101637	AP-RNA-2	2	cleaned
31	2757799	AP-RNA-2	2	cleaned
32	3399834	AP-RNA-2	2	cleaned
33	3603754	AP-RNA-2	2	cleaned
34	2498164	AP-RNA-2	2	cleaned
35	620679	AP-RNA-2	2	cleaned
36	2481	AP-RNA-2	2	cleaned
25	12105	AP-RNA-3	1	cleaned
26	62292	AP-RNA-3	1	cleaned
27	183390	AP-RNA-3	1	cleaned
28	406170	AP-RNA-3	1	cleaned
29	729324	AP-RNA-3	1	cleaned
30	1108970	AP-RNA-3	1	cleaned
31	1493136	AP-RNA-3	1	cleaned
32	1821440	AP-RNA-3	1	cleaned
33	1964304	AP-RNA-3	1	cleaned
34	1617402	AP-RNA-3	1	cleaned
35	542143	AP-RNA-3	1	cleaned
36	712	AP-RNA-3	1	cleaned
25	56429	AP-RNA-3	2	cleaned
26	179715	AP-RNA-3	2	cleaned
27	365897	AP-RNA-3	2	cleaned
28	624509	AP-RNA-3	2	cleaned
29	940986	AP-RNA-3	2	cleaned
30	1284082	AP-RNA-3	2	cleaned
31	1613038	AP-RNA-3	2	cleaned
32	1834438	AP-RNA-3	2	cleaned
33	1725674	AP-RNA-3	2	cleaned
34	1052623	AP-RNA-3	2	cleaned
35	262937	AP-RNA-3	2	cleaned
36	1060	AP-RNA-3	2	cleaned
25	17380	AP-RNA-4	1	cleaned
26	88868	AP-RNA-4	1	cleaned
27	258857	AP-RNA-4	1	cleaned
28	579380	AP-RNA-4	1	cleaned
29	1051210	AP-RNA-4	1	cleaned
30	1633068	AP-RNA-4	1	cleaned
31	2296318	AP-RNA-4	1	cleaned
32	3003807	AP-RNA-4	1	cleaned
33	3591542	AP-RNA-4	1	cleaned
34	3313217	AP-RNA-4	1	cleaned
35	1103065	AP-RNA-4	1	cleaned
36	894	AP-RNA-4	1	cleaned
25	94820	AP-RNA-4	2	cleaned
26	290932	AP-RNA-4	2	cleaned
27	580939	AP-RNA-4	2	cleaned
28	977190	AP-RNA-4	2	cleaned
29	1464554	AP-RNA-4	2	cleaned
30	2027018	AP-RNA-4	2	cleaned
31	2634063	AP-RNA-4	2	cleaned
32	3172878	AP-RNA-4	2	cleaned
33	3213064	AP-RNA-4	2	cleaned
34	2028835	AP-RNA-4	2	cleaned
35	451778	AP-RNA-4	2	cleaned
36	1535	AP-RNA-4	2	cleaned
25	11388	AP-RNA-5	1	cleaned
26	58078	AP-RNA-5	1	cleaned
27	169547	AP-RNA-5	1	cleaned
28	378394	AP-RNA-5	1	cleaned
29	683580	AP-RNA-5	1	cleaned
30	1064633	AP-RNA-5	1	cleaned
31	1498877	AP-RNA-5	1	cleaned
32	1975501	AP-RNA-5	1	cleaned
33	2401962	AP-RNA-5	1	cleaned
34	2293825	AP-RNA-5	1	cleaned
35	822441	AP-RNA-5	1	cleaned
36	582	AP-RNA-5	1	cleaned
25	64673	AP-RNA-5	2	cleaned
26	196795	AP-RNA-5	2	cleaned
27	389918	AP-RNA-5	2	cleaned
28	652300	AP-RNA-5	2	cleaned
29	971388	AP-RNA-5	2	cleaned
30	1335494	AP-RNA-5	2	cleaned
31	1737212	AP-RNA-5	2	cleaned
32	2106712	AP-RNA-5	2	cleaned
33	2170930	AP-RNA-5	2	cleaned
34	1413034	AP-RNA-5	2	cleaned
35	319433	AP-RNA-5	2	cleaned
36	919	AP-RNA-5	2	cleaned
25	9474	AP-RNA-6	1	cleaned
26	46947	AP-RNA-6	1	cleaned
27	138336	AP-RNA-6	1	cleaned
28	308896	AP-RNA-6	1	cleaned
29	556502	AP-RNA-6	1	cleaned
30	862487	AP-RNA-6	1	cleaned
31	1206475	AP-RNA-6	1	cleaned
32	1565292	AP-RNA-6	1	cleaned
33	1847541	AP-RNA-6	1	cleaned
34	1688074	AP-RNA-6	1	cleaned
35	568705	AP-RNA-6	1	cleaned
36	512	AP-RNA-6	1	cleaned
25	49913	AP-RNA-6	2	cleaned
26	154771	AP-RNA-6	2	cleaned
27	309455	AP-RNA-6	2	cleaned
28	522573	AP-RNA-6	2	cleaned
29	784210	AP-RNA-6	2	cleaned
30	1080500	AP-RNA-6	2	cleaned
31	1393301	AP-RNA-6	2	cleaned
32	1656498	AP-RNA-6	2	cleaned
33	1639016	AP-RNA-6	2	cleaned
34	999453	AP-RNA-6	2	cleaned
35	208704	AP-RNA-6	2	cleaned
36	847	AP-RNA-6	2	cleaned
25	8355	AP-RNA-7	1	cleaned
26	42722	AP-RNA-7	1	cleaned
27	123730	AP-RNA-7	1	cleaned
28	275262	AP-RNA-7	1	cleaned
29	494609	AP-RNA-7	1	cleaned
30	765354	AP-RNA-7	1	cleaned
31	1075064	AP-RNA-7	1	cleaned
32	1412979	AP-RNA-7	1	cleaned
33	1706145	AP-RNA-7	1	cleaned
34	1621885	AP-RNA-7	1	cleaned
35	576772	AP-RNA-7	1	cleaned
36	518	AP-RNA-7	1	cleaned
25	43481	AP-RNA-7	2	cleaned
26	134927	AP-RNA-7	2	cleaned
27	271350	AP-RNA-7	2	cleaned
28	459844	AP-RNA-7	2	cleaned
29	693025	AP-RNA-7	2	cleaned
30	961932	AP-RNA-7	2	cleaned
31	1251697	AP-RNA-7	2	cleaned
32	1517195	AP-RNA-7	2	cleaned
33	1555914	AP-RNA-7	2	cleaned
34	998945	AP-RNA-7	2	cleaned
35	214209	AP-RNA-7	2	cleaned
36	876	AP-RNA-7	2	cleaned
25	7697	AP-RNA-8	1	cleaned
26	38916	AP-RNA-8	1	cleaned
27	113754	AP-RNA-8	1	cleaned
28	251538	AP-RNA-8	1	cleaned
29	453156	AP-RNA-8	1	cleaned
30	704209	AP-RNA-8	1	cleaned
31	992475	AP-RNA-8	1	cleaned
32	1309070	AP-RNA-8	1	cleaned
33	1590152	AP-RNA-8	1	cleaned
34	1517711	AP-RNA-8	1	cleaned
35	535004	AP-RNA-8	1	cleaned
36	442	AP-RNA-8	1	cleaned
25	41836	AP-RNA-8	2	cleaned
26	127720	AP-RNA-8	2	cleaned
27	253951	AP-RNA-8	2	cleaned
28	426926	AP-RNA-8	2	cleaned
29	638913	AP-RNA-8	2	cleaned
30	883729	AP-RNA-8	2	cleaned
31	1152369	AP-RNA-8	2	cleaned
32	1405865	AP-RNA-8	2	cleaned
33	1447141	AP-RNA-8	2	cleaned
34	934347	AP-RNA-8	2	cleaned
35	200632	AP-RNA-8	2	cleaned
36	695	AP-RNA-8	2	cleaned
25	6842	AP-RNA-9	1	cleaned
26	34501	AP-RNA-9	1	cleaned
27	98970	AP-RNA-9	1	cleaned
28	217907	AP-RNA-9	1	cleaned
29	388100	AP-RNA-9	1	cleaned
30	599843	AP-RNA-9	1	cleaned
31	836287	AP-RNA-9	1	cleaned
32	1097513	AP-RNA-9	1	cleaned
33	1328281	AP-RNA-9	1	cleaned
34	1275255	AP-RNA-9	1	cleaned
35	457163	AP-RNA-9	1	cleaned
36	337	AP-RNA-9	1	cleaned
25	36094	AP-RNA-9	2	cleaned
26	112093	AP-RNA-9	2	cleaned
27	222842	AP-RNA-9	2	cleaned
28	371215	AP-RNA-9	2	cleaned
29	551768	AP-RNA-9	2	cleaned
30	753031	AP-RNA-9	2	cleaned
31	975428	AP-RNA-9	2	cleaned
32	1174793	AP-RNA-9	2	cleaned
33	1203370	AP-RNA-9	2	cleaned
34	772824	AP-RNA-9	2	cleaned
35	166983	AP-RNA-9	2	cleaned
36	558	AP-RNA-9	2	cleaned
25	23138	AP-DNA-10	1	dedup
26	128392	AP-DNA-10	1	dedup
27	388468	AP-DNA-10	1	dedup
28	882004	AP-DNA-10	1	dedup
29	1614469	AP-DNA-10	1	dedup
30	2531471	AP-DNA-10	1	dedup
31	3566390	AP-DNA-10	1	dedup
32	4673278	AP-DNA-10	1	dedup
33	5563968	AP-DNA-10	1	dedup
34	5243149	AP-DNA-10	1	dedup
35	2152987	AP-DNA-10	1	dedup
36	2583	AP-DNA-10	1	dedup
25	111490	AP-DNA-10	2	dedup
26	397233	AP-DNA-10	2	dedup
27	840205	AP-DNA-10	2	dedup
28	1477290	AP-DNA-10	2	dedup
29	2281691	AP-DNA-10	2	dedup
30	3209830	AP-DNA-10	2	dedup
31	4204941	AP-DNA-10	2	dedup
32	5044851	AP-DNA-10	2	dedup
33	5051489	AP-DNA-10	2	dedup
34	3300119	AP-DNA-10	2	dedup
35	847918	AP-DNA-10	2	dedup
36	3240	AP-DNA-10	2	dedup
25	15667	AP-DNA-11	1	dedup
26	87977	AP-DNA-11	1	dedup
27	266371	AP-DNA-11	1	dedup
28	610118	AP-DNA-11	1	dedup
29	1120732	AP-DNA-11	1	dedup
30	1754757	AP-DNA-11	1	dedup
31	2459548	AP-DNA-11	1	dedup
32	3205001	AP-DNA-11	1	dedup
33	3866253	AP-DNA-11	1	dedup
34	3959159	AP-DNA-11	1	dedup
35	2070201	AP-DNA-11	1	dedup
36	1940	AP-DNA-11	1	dedup
25	72830	AP-DNA-11	2	dedup
26	261253	AP-DNA-11	2	dedup
27	560681	AP-DNA-11	2	dedup
28	996249	AP-DNA-11	2	dedup
29	1550698	AP-DNA-11	2	dedup
30	2185885	AP-DNA-11	2	dedup
31	2865227	AP-DNA-11	2	dedup
32	3483468	AP-DNA-11	2	dedup
33	3668701	AP-DNA-11	2	dedup
34	2798472	AP-DNA-11	2	dedup
35	971887	AP-DNA-11	2	dedup
36	2373	AP-DNA-11	2	dedup
25	11890	AP-DNA-12	1	dedup
26	65947	AP-DNA-12	1	dedup
27	196643	AP-DNA-12	1	dedup
28	447208	AP-DNA-12	1	dedup
29	823089	AP-DNA-12	1	dedup
30	1297868	AP-DNA-12	1	dedup
31	1850694	AP-DNA-12	1	dedup
32	2479978	AP-DNA-12	1	dedup
33	3181253	AP-DNA-12	1	dedup
34	3666568	AP-DNA-12	1	dedup
35	2337506	AP-DNA-12	1	dedup
36	2031	AP-DNA-12	1	dedup
25	57440	AP-DNA-12	2	dedup
26	195136	AP-DNA-12	2	dedup
27	409092	AP-DNA-12	2	dedup
28	720382	AP-DNA-12	2	dedup
29	1118733	AP-DNA-12	2	dedup
30	1588665	AP-DNA-12	2	dedup
31	2124893	AP-DNA-12	2	dedup
32	2713314	AP-DNA-12	2	dedup
33	3163110	AP-DNA-12	2	dedup
34	2906983	AP-DNA-12	2	dedup
35	1360669	AP-DNA-12	2	dedup
36	2258	AP-DNA-12	2	dedup
25	10632	AP-DNA-13	1	dedup
26	61799	AP-DNA-13	1	dedup
27	191606	AP-DNA-13	1	dedup
28	444851	AP-DNA-13	1	dedup
29	830942	AP-DNA-13	1	dedup
30	1324598	AP-DNA-13	1	dedup
31	1908249	AP-DNA-13	1	dedup
32	2583759	AP-DNA-13	1	dedup
33	3316140	AP-DNA-13	1	dedup
34	3730454	AP-DNA-13	1	dedup
35	2201683	AP-DNA-13	1	dedup
36	1926	AP-DNA-13	1	dedup
25	60942	AP-DNA-13	2	dedup
26	231488	AP-DNA-13	2	dedup
27	500163	AP-DNA-13	2	dedup
28	899655	AP-DNA-13	2	dedup
29	1422651	AP-DNA-13	2	dedup
30	2023300	AP-DNA-13	2	dedup
31	2644429	AP-DNA-13	2	dedup
32	3122105	AP-DNA-13	2	dedup
33	3075783	AP-DNA-13	2	dedup
34	2068983	AP-DNA-13	2	dedup
35	555249	AP-DNA-13	2	dedup
36	1891	AP-DNA-13	2	dedup
25	9419	AP-DNA-14	1	dedup
26	55890	AP-DNA-14	1	dedup
27	175255	AP-DNA-14	1	dedup
28	410976	AP-DNA-14	1	dedup
29	770719	AP-DNA-14	1	dedup
30	1235829	AP-DNA-14	1	dedup
31	1784638	AP-DNA-14	1	dedup
32	2394517	AP-DNA-14	1	dedup
33	2928042	AP-DNA-14	1	dedup
34	2752119	AP-DNA-14	1	dedup
35	1022803	AP-DNA-14	1	dedup
36	845	AP-DNA-14	1	dedup
25	68816	AP-DNA-14	2	dedup
26	272482	AP-DNA-14	2	dedup
27	593872	AP-DNA-14	2	dedup
28	1045961	AP-DNA-14	2	dedup
29	1590894	AP-DNA-14	2	dedup
30	2127575	AP-DNA-14	2	dedup
31	2496892	AP-DNA-14	2	dedup
32	2477355	AP-DNA-14	2	dedup
33	1875018	AP-DNA-14	2	dedup
34	849160	AP-DNA-14	2	dedup
35	142160	AP-DNA-14	2	dedup
36	867	AP-DNA-14	2	dedup
25	4736	AP-DNA-15	1	dedup
26	26603	AP-DNA-15	1	dedup
27	79300	AP-DNA-15	1	dedup
28	178621	AP-DNA-15	1	dedup
29	327308	AP-DNA-15	1	dedup
30	522630	AP-DNA-15	1	dedup
31	766542	AP-DNA-15	1	dedup
32	1057115	AP-DNA-15	1	dedup
33	1321288	AP-DNA-15	1	dedup
34	1206096	AP-DNA-15	1	dedup
35	324571	AP-DNA-15	1	dedup
36	268	AP-DNA-15	1	dedup
25	25737	AP-DNA-15	2	dedup
26	94954	AP-DNA-15	2	dedup
27	202502	AP-DNA-15	2	dedup
28	356659	AP-DNA-15	2	dedup
29	556689	AP-DNA-15	2	dedup
30	794452	AP-DNA-15	2	dedup
31	1030351	AP-DNA-15	2	dedup
32	1176013	AP-DNA-15	2	dedup
33	1019029	AP-DNA-15	2	dedup
34	483744	AP-DNA-15	2	dedup
35	74562	AP-DNA-15	2	dedup
36	386	AP-DNA-15	2	dedup
25	7723	AP-DNA-16	1	dedup
26	42423	AP-DNA-16	1	dedup
27	122656	AP-DNA-16	1	dedup
28	268793	AP-DNA-16	1	dedup
29	479541	AP-DNA-16	1	dedup
30	742041	AP-DNA-16	1	dedup
31	1044479	AP-DNA-16	1	dedup
32	1376507	AP-DNA-16	1	dedup
33	1669551	AP-DNA-16	1	dedup
34	1571520	AP-DNA-16	1	dedup
35	476876	AP-DNA-16	1	dedup
36	451	AP-DNA-16	1	dedup
25	33002	AP-DNA-16	2	dedup
26	115275	AP-DNA-16	2	dedup
27	243426	AP-DNA-16	2	dedup
28	426292	AP-DNA-16	2	dedup
29	656655	AP-DNA-16	2	dedup
30	931252	AP-DNA-16	2	dedup
31	1236477	AP-DNA-16	2	dedup
32	1514509	AP-DNA-16	2	dedup
33	1544658	AP-DNA-16	2	dedup
34	932014	AP-DNA-16	2	dedup
35	168246	AP-DNA-16	2	dedup
36	755	AP-DNA-16	2	dedup
25	45716	AP-DNA-1	1	dedup
26	253851	AP-DNA-1	1	dedup
27	766078	AP-DNA-1	1	dedup
28	1749157	AP-DNA-1	1	dedup
29	3231547	AP-DNA-1	1	dedup
30	5120193	AP-DNA-1	1	dedup
31	7340408	AP-DNA-1	1	dedup
32	9962072	AP-DNA-1	1	dedup
33	12973278	AP-DNA-1	1	dedup
34	15255487	AP-DNA-1	1	dedup
35	9755401	AP-DNA-1	1	dedup
36	8553	AP-DNA-1	1	dedup
25	226915	AP-DNA-1	2	dedup
26	800060	AP-DNA-1	2	dedup
27	1695841	AP-DNA-1	2	dedup
28	3012839	AP-DNA-1	2	dedup
29	4720925	AP-DNA-1	2	dedup
30	6754880	AP-DNA-1	2	dedup
31	9080689	AP-DNA-1	2	dedup
