mean_phred_score	n_sequences	sample	read_pair	stage
33	2479790	AP-DNA-6	2	raw_concat
34	1288631	AP-DNA-6	2	raw_concat
35	96073	AP-DNA-6	2	raw_concat
16	19	AP-DNA-7	1	raw_concat
17	367	AP-DNA-7	1	raw_concat
18	2316	AP-DNA-7	1	raw_concat
19	7428	AP-DNA-7	1	raw_concat
20	17185	AP-DNA-7	1	raw_concat
21	31903	AP-DNA-7	1	raw_concat
22	53349	AP-DNA-7	1	raw_concat
23	84744	AP-DNA-7	1	raw_concat
24	134416	AP-DNA-7	1	raw_concat
25	209860	AP-DNA-7	1	raw_concat
26	316408	AP-DNA-7	1	raw_concat
27	458675	AP-DNA-7	1	raw_concat
28	636935	AP-DNA-7	1	raw_concat
29	861820	AP-DNA-7	1	raw_concat
30	1155520	AP-DNA-7	1	raw_concat
31	1549523	AP-DNA-7	1	raw_concat
32	2071569	AP-DNA-7	1	raw_concat
33	2592214	AP-DNA-7	1	raw_concat
34	2394488	AP-DNA-7	1	raw_concat
35	588650	AP-DNA-7	1	raw_concat
3	1	AP-DNA-7	2	raw_concat
4	12	AP-DNA-7	2	raw_concat
5	53	AP-DNA-7	2	raw_concat
6	77	AP-DNA-7	2	raw_concat
7	87	AP-DNA-7	2	raw_concat
8	104	AP-DNA-7	2	raw_concat
9	131	AP-DNA-7	2	raw_concat
10	128	AP-DNA-7	2	raw_concat
11	144	AP-DNA-7	2	raw_concat
12	141	AP-DNA-7	2	raw_concat
13	111	AP-DNA-7	2	raw_concat
14	1260	AP-DNA-7	2	raw_concat
15	7794	AP-DNA-7	2	raw_concat
16	12792	AP-DNA-7	2	raw_concat
17	15482	AP-DNA-7	2	raw_concat
18	19745	AP-DNA-7	2	raw_concat
19	29373	AP-DNA-7	2	raw_concat
20	48169	AP-DNA-7	2	raw_concat
21	78599	AP-DNA-7	2	raw_concat
22	123291	AP-DNA-7	2	raw_concat
23	184669	AP-DNA-7	2	raw_concat
24	260532	AP-DNA-7	2	raw_concat
25	359004	AP-DNA-7	2	raw_concat
26	484506	AP-DNA-7	2	raw_concat
27	641117	AP-DNA-7	2	raw_concat
28	840539	AP-DNA-7	2	raw_concat
29	1100491	AP-DNA-7	2	raw_concat
30	1444843	AP-DNA-7	2	raw_concat
31	1864351	AP-DNA-7	2	raw_concat
32	2254080	AP-DNA-7	2	raw_concat
33	2197355	AP-DNA-7	2	raw_concat
34	1115200	AP-DNA-7	2	raw_concat
35	83208	AP-DNA-7	2	raw_concat
16	13	AP-DNA-8	1	raw_concat
17	291	AP-DNA-8	1	raw_concat
18	1880	AP-DNA-8	1	raw_concat
19	6654	AP-DNA-8	1	raw_concat
20	16126	AP-DNA-8	1	raw_concat
21	30702	AP-DNA-8	1	raw_concat
22	51829	AP-DNA-8	1	raw_concat
23	84124	AP-DNA-8	1	raw_concat
24	135983	AP-DNA-8	1	raw_concat
25	216069	AP-DNA-8	1	raw_concat
26	330818	AP-DNA-8	1	raw_concat
27	483212	AP-DNA-8	1	raw_concat
28	676241	AP-DNA-8	1	raw_concat
29	916605	AP-DNA-8	1	raw_concat
30	1234266	AP-DNA-8	1	raw_concat
31	1648717	AP-DNA-8	1	raw_concat
32	2137236	AP-DNA-8	1	raw_concat
33	2449855	AP-DNA-8	1	raw_concat
34	1961321	AP-DNA-8	1	raw_concat
35	419331	AP-DNA-8	1	raw_concat
4	13	AP-DNA-8	2	raw_concat
5	51	AP-DNA-8	2	raw_concat
6	74	AP-DNA-8	2	raw_concat
7	85	AP-DNA-8	2	raw_concat
8	96	AP-DNA-8	2	raw_concat
9	109	AP-DNA-8	2	raw_concat
10	129	AP-DNA-8	2	raw_concat
11	148	AP-DNA-8	2	raw_concat
12	123	AP-DNA-8	2	raw_concat
13	108	AP-DNA-8	2	raw_concat
14	974	AP-DNA-8	2	raw_concat
15	5656	AP-DNA-8	2	raw_concat
16	9851	AP-DNA-8	2	raw_concat
17	12875	AP-DNA-8	2	raw_concat
18	18032	AP-DNA-8	2	raw_concat
19	27587	AP-DNA-8	2	raw_concat
20	46690	AP-DNA-8	2	raw_concat
21	78038	AP-DNA-8	2	raw_concat
22	124887	AP-DNA-8	2	raw_concat
23	187333	AP-DNA-8	2	raw_concat
24	265160	AP-DNA-8	2	raw_concat
25	364504	AP-DNA-8	2	raw_concat
26	492989	AP-DNA-8	2	raw_concat
27	653289	AP-DNA-8	2	raw_concat
28	857107	AP-DNA-8	2	raw_concat
29	1113418	AP-DNA-8	2	raw_concat
30	1446070	AP-DNA-8	2	raw_concat
31	1839450	AP-DNA-8	2	raw_concat
32	2181239	AP-DNA-8	2	raw_concat
33	2046839	AP-DNA-8	2	raw_concat
34	965228	AP-DNA-8	2	raw_concat
35	63121	AP-DNA-8	2	raw_concat
16	12	AP-DNA-9	1	raw_concat
17	202	AP-DNA-9	1	raw_concat
18	1370	AP-DNA-9	1	raw_concat
19	4589	AP-DNA-9	1	raw_concat
20	10943	AP-DNA-9	1	raw_concat
21	21207	AP-DNA-9	1	raw_concat
22	36656	AP-DNA-9	1	raw_concat
23	61695	AP-DNA-9	1	raw_concat
24	102024	AP-DNA-9	1	raw_concat
25	164973	AP-DNA-9	1	raw_concat
26	255365	AP-DNA-9	1	raw_concat
27	374467	AP-DNA-9	1	raw_concat
28	525990	AP-DNA-9	1	raw_concat
29	715818	AP-DNA-9	1	raw_concat
30	955014	AP-DNA-9	1	raw_concat
31	1260820	AP-DNA-9	1	raw_concat
32	1631805	AP-DNA-9	1	raw_concat
33	1917961	AP-DNA-9	1	raw_concat
34	1570202	AP-DNA-9	1	raw_concat
35	310419	AP-DNA-9	1	raw_concat
3	1	AP-DNA-9	2	raw_concat
4	11	AP-DNA-9	2	raw_concat
5	38	AP-DNA-9	2	raw_concat
6	45	AP-DNA-9	2	raw_concat
7	51	AP-DNA-9	2	raw_concat
8	85	AP-DNA-9	2	raw_concat
9	100	AP-DNA-9	2	raw_concat
10	100	AP-DNA-9	2	raw_concat
11	100	AP-DNA-9	2	raw_concat
12	101	AP-DNA-9	2	raw_concat
13	92	AP-DNA-9	2	raw_concat
14	759	AP-DNA-9	2	raw_concat
15	4419	AP-DNA-9	2	raw_concat
16	8174	AP-DNA-9	2	raw_concat
17	10772	AP-DNA-9	2	raw_concat
18	15517	AP-DNA-9	2	raw_concat
19	23795	AP-DNA-9	2	raw_concat
20	39161	AP-DNA-9	2	raw_concat
21	65008	AP-DNA-9	2	raw_concat
22	107380	AP-DNA-9	2	raw_concat
23	160611	AP-DNA-9	2	raw_concat
24	216332	AP-DNA-9	2	raw_concat
25	290875	AP-DNA-9	2	raw_concat
26	394177	AP-DNA-9	2	raw_concat
27	519920	AP-DNA-9	2	raw_concat
28	678571	AP-DNA-9	2	raw_concat
29	879467	AP-DNA-9	2	raw_concat
30	1134180	AP-DNA-9	2	raw_concat
31	1427507	AP-DNA-9	2	raw_concat
32	1674048	AP-DNA-9	2	raw_concat
33	1535875	AP-DNA-9	2	raw_concat
34	691674	AP-DNA-9	2	raw_concat
35	42586	AP-DNA-9	2	raw_concat
15	4	AP-RNA-10	1	raw_concat
16	56	AP-RNA-10	1	raw_concat
17	303	AP-RNA-10	1	raw_concat
18	1008	AP-RNA-10	1	raw_concat
19	2763	AP-RNA-10	1	raw_concat
20	7437	AP-RNA-10	1	raw_concat
21	16498	AP-RNA-10	1	raw_concat
22	29854	AP-RNA-10	1	raw_concat
23	49191	AP-RNA-10	1	raw_concat
24	82533	AP-RNA-10	1	raw_concat
25	135805	AP-RNA-10	1	raw_concat
26	215601	AP-RNA-10	1	raw_concat
27	323744	AP-RNA-10	1	raw_concat
28	466202	AP-RNA-10	1	raw_concat
29	635794	AP-RNA-10	1	raw_concat
30	837309	AP-RNA-10	1	raw_concat
31	1077352	AP-RNA-10	1	raw_concat
32	1366117	AP-RNA-10	1	raw_concat
33	1607144	AP-RNA-10	1	raw_concat
34	1373872	AP-RNA-10	1	raw_concat
35	321245	AP-RNA-10	1	raw_concat
3	2	AP-RNA-10	2	raw_concat
4	20	AP-RNA-10	2	raw_concat
5	42	AP-RNA-10	2	raw_concat
6	44	AP-RNA-10	2	raw_concat
7	65	AP-RNA-10	2	raw_concat
8	92	AP-RNA-10	2	raw_concat
9	96	AP-RNA-10	2	raw_concat
10	91	AP-RNA-10	2	raw_concat
11	104	AP-RNA-10	2	raw_concat
12	89	AP-RNA-10	2	raw_concat
13	84	AP-RNA-10	2	raw_concat
14	2397	AP-RNA-10	2	raw_concat
15	14937	AP-RNA-10	2	raw_concat
16	36387	AP-RNA-10	2	raw_concat
17	57287	AP-RNA-10	2	raw_concat
18	68312	AP-RNA-10	2	raw_concat
19	72092	AP-RNA-10	2	raw_concat
20	73526	AP-RNA-10	2	raw_concat
21	79341	AP-RNA-10	2	raw_concat
22	98825	AP-RNA-10	2	raw_concat
23	135948	AP-RNA-10	2	raw_concat
24	189280	AP-RNA-10	2	raw_concat
25	260279	AP-RNA-10	2	raw_concat
26	345324	AP-RNA-10	2	raw_concat
27	448197	AP-RNA-10	2	raw_concat
28	574781	AP-RNA-10	2	raw_concat
29	732253	AP-RNA-10	2	raw_concat
30	929715	AP-RNA-10	2	raw_concat
31	1160106	AP-RNA-10	2	raw_concat
32	1351668	AP-RNA-10	2	raw_concat
33	1263081	AP-RNA-10	2	raw_concat
34	612131	AP-RNA-10	2	raw_concat
35	43236	AP-RNA-10	2	raw_concat
16	34	AP-RNA-11	1	raw_concat
17	242	AP-RNA-11	1	raw_concat
18	841	AP-RNA-11	1	raw_concat
19	2799	AP-RNA-11	1	raw_concat
20	8024	AP-RNA-11	1	raw_concat
21	18882	AP-RNA-11	1	raw_concat
22	36256	AP-RNA-11	1	raw_concat
23	63285	AP-RNA-11	1	raw_concat
24	108446	AP-RNA-11	1	raw_concat
25	183490	AP-RNA-11	1	raw_concat
26	295227	AP-RNA-11	1	raw_concat
27	452190	AP-RNA-11	1	raw_concat
28	654708	AP-RNA-11	1	raw_concat
29	888703	AP-RNA-11	1	raw_concat
30	1137034	AP-RNA-11	1	raw_concat
31	1400035	AP-RNA-11	1	raw_concat
32	1659077	AP-RNA-11	1	raw_concat
33	1780491	AP-RNA-11	1	raw_concat
34	1330019	AP-RNA-11	1	raw_concat
35	256496	AP-RNA-11	1	raw_concat
3	1	AP-RNA-11	2	raw_concat
4	22	AP-RNA-11	2	raw_concat
5	50	AP-RNA-11	2	raw_concat
6	67	AP-RNA-11	2	raw_concat
7	87	AP-RNA-11	2	raw_concat
8	107	AP-RNA-11	2	raw_concat
9	107	AP-RNA-11	2	raw_concat
10	119	AP-RNA-11	2	raw_concat
11	99	AP-RNA-11	2	raw_concat
12	126	AP-RNA-11	2	raw_concat
13	101	AP-RNA-11	2	raw_concat
14	6192	AP-RNA-11	2	raw_concat
15	23434	AP-RNA-11	2	raw_concat
16	63421	AP-RNA-11	2	raw_concat
17	104821	AP-RNA-11	2	raw_concat
18	120624	AP-RNA-11	2	raw_concat
19	116763	AP-RNA-11	2	raw_concat
20	108428	AP-RNA-11	2	raw_concat
21	106689	AP-RNA-11	2	raw_concat
22	125477	AP-RNA-11	2	raw_concat
23	172186	AP-RNA-11	2	raw_concat
24	246617	AP-RNA-11	2	raw_concat
25	344630	AP-RNA-11	2	raw_concat
26	463313	AP-RNA-11	2	raw_concat
27	610334	AP-RNA-11	2	raw_concat
28	785921	AP-RNA-11	2	raw_concat
29	990383	AP-RNA-11	2	raw_concat
30	1219826	AP-RNA-11	2	raw_concat
31	1434082	AP-RNA-11	2	raw_concat
32	1511675	AP-RNA-11	2	raw_concat
33	1215741	AP-RNA-11	2	raw_concat
34	478093	AP-RNA-11	2	raw_concat
35	26743	AP-RNA-11	2	raw_concat
15	1	AP-RNA-12	1	raw_concat
16	30	AP-RNA-12	1	raw_concat
17	221	AP-RNA-12	1	raw_concat
18	932	AP-RNA-12	1	raw_concat
19	3445	AP-RNA-12	1	raw_concat
20	10264	AP-RNA-12	1	raw_concat
21	23752	AP-RNA-12	1	raw_concat
22	43967	AP-RNA-12	1	raw_concat
23	73305	AP-RNA-12	1	raw_concat
24	118254	AP-RNA-12	1	raw_concat
25	189956	AP-RNA-12	1	raw_concat
26	293731	AP-RNA-12	1	raw_concat
27	436027	AP-RNA-12	1	raw_concat
28	617203	AP-RNA-12	1	raw_concat
29	839568	AP-RNA-12	1	raw_concat
30	1119505	AP-RNA-12	1	raw_concat
31	1474230	AP-RNA-12	1	raw_concat
32	1925239	AP-RNA-12	1	raw_concat
33	2325708	AP-RNA-12	1	raw_concat
34	2053655	AP-RNA-12	1	raw_concat
35	491928	AP-RNA-12	1	raw_concat
4	24	AP-RNA-12	2	raw_concat
5	51	AP-RNA-12	2	raw_concat
6	56	AP-RNA-12	2	raw_concat
7	93	AP-RNA-12	2	raw_concat
8	103	AP-RNA-12	2	raw_concat
9	103	AP-RNA-12	2	raw_concat
10	150	AP-RNA-12	2	raw_concat
11	144	AP-RNA-12	2	raw_concat
12	105	AP-RNA-12	2	raw_concat
13	134	AP-RNA-12	2	raw_concat
14	2328	AP-RNA-12	2	raw_concat
15	13882	AP-RNA-12	2	raw_concat
16	30000	AP-RNA-12	2	raw_concat
17	40104	AP-RNA-12	2	raw_concat
18	46265	AP-RNA-12	2	raw_concat
19	51530	AP-RNA-12	2	raw_concat
20	63226	AP-RNA-12	2	raw_concat
21	87400	AP-RNA-12	2	raw_concat
22	128168	AP-RNA-12	2	raw_concat
23	184795	AP-RNA-12	2	raw_concat
24	259954	AP-RNA-12	2	raw_concat
25	353259	AP-RNA-12	2	raw_concat
26	468031	AP-RNA-12	2	raw_concat
27	607419	AP-RNA-12	2	raw_concat
28	778213	AP-RNA-12	2	raw_concat
29	996957	AP-RNA-12	2	raw_concat
30	1276671	AP-RNA-12	2	raw_concat
31	1630503	AP-RNA-12	2	raw_concat
32	1965984	AP-RNA-12	2	raw_concat
33	1948330	AP-RNA-12	2	raw_concat
34	1027667	AP-RNA-12	2	raw_concat
35	79272	AP-RNA-12	2	raw_concat
16	35	AP-RNA-13	1	raw_concat
17	199	AP-RNA-13	1	raw_concat
18	941	AP-RNA-13	1	raw_concat
19	3613	AP-RNA-13	1	raw_concat
20	11290	AP-RNA-13	1	raw_concat
21	27006	AP-RNA-13	1	raw_concat
22	47526	AP-RNA-13	1	raw_concat
23	73066	AP-RNA-13	1	raw_concat
24	115156	AP-RNA-13	1	raw_concat
25	180322	AP-RNA-13	1	raw_concat
26	277931	AP-RNA-13	1	raw_concat
27	411167	AP-RNA-13	1	raw_concat
28	582094	AP-RNA-13	1	raw_concat
29	792435	AP-RNA-13	1	raw_concat
30	1049201	AP-RNA-13	1	raw_concat
31	1360111	AP-RNA-13	1	raw_concat
32	1721721	AP-RNA-13	1	raw_concat
33	2013140	AP-RNA-13	1	raw_concat
34	1692118	AP-RNA-13	1	raw_concat
35	378562	AP-RNA-13	1	raw_concat
3	1	AP-RNA-13	2	raw_concat
4	15	AP-RNA-13	2	raw_concat
5	57	AP-RNA-13	2	raw_concat
6	72	AP-RNA-13	2	raw_concat
7	73	AP-RNA-13	2	raw_concat
8	88	AP-RNA-13	2	raw_concat
9	95	AP-RNA-13	2	raw_concat
10	136	AP-RNA-13	2	raw_concat
11	107	AP-RNA-13	2	raw_concat
12	103	AP-RNA-13	2	raw_concat
13	84	AP-RNA-13	2	raw_concat
14	2148	AP-RNA-13	2	raw_concat
15	12188	AP-RNA-13	2	raw_concat
16	30353	AP-RNA-13	2	raw_concat
17	47253	AP-RNA-13	2	raw_concat
18	56753	AP-RNA-13	2	raw_concat
19	64858	AP-RNA-13	2	raw_concat
20	77438	AP-RNA-13	2	raw_concat
21	98227	AP-RNA-13	2	raw_concat
22	128244	AP-RNA-13	2	raw_concat
23	176377	AP-RNA-13	2	raw_concat
24	243562	AP-RNA-13	2	raw_concat
25	327961	AP-RNA-13	2	raw_concat
26	433696	AP-RNA-13	2	raw_concat
27	562917	AP-RNA-13	2	raw_concat
28	720591	AP-RNA-13	2	raw_concat
29	921286	AP-RNA-13	2	raw_concat
30	1170251	AP-RNA-13	2	raw_concat
31	1467346	AP-RNA-13	2	raw_concat
32	1721001	AP-RNA-13	2	raw_concat
33	1625757	AP-RNA-13	2	raw_concat
34	792970	AP-RNA-13	2	raw_concat
35	55626	AP-RNA-13	2	raw_concat
15	1	AP-RNA-14	1	raw_concat
16	14	AP-RNA-14	1	raw_concat
17	115	AP-RNA-14	1	raw_concat
18	455	AP-RNA-14	1	raw_concat
19	1454	AP-RNA-14	1	raw_concat
20	3836	AP-RNA-14	1	raw_concat
21	8759	AP-RNA-14	1	raw_concat
22	15991	AP-RNA-14	1	raw_concat
23	26429	AP-RNA-14	1	raw_concat
24	45213	AP-RNA-14	1	raw_concat
25	75959	AP-RNA-14	1	raw_concat
26	124747	AP-RNA-14	1	raw_concat
27	195885	AP-RNA-14	1	raw_concat
28	290991	AP-RNA-14	1	raw_concat
29	404585	AP-RNA-14	1	raw_concat
30	515006	AP-RNA-14	1	raw_concat
31	633443	AP-RNA-14	1	raw_concat
32	779177	AP-RNA-14	1	raw_concat
33	915087	AP-RNA-14	1	raw_concat
34	801979	AP-RNA-14	1	raw_concat
35	192190	AP-RNA-14	1	raw_concat
3	1	AP-RNA-14	2	raw_concat
4	11	AP-RNA-14	2	raw_concat
5	30	AP-RNA-14	2	raw_concat
6	36	AP-RNA-14	2	raw_concat
7	37	AP-RNA-14	2	raw_concat
8	46	AP-RNA-14	2	raw_concat
9	45	AP-RNA-14	2	raw_concat
10	52	AP-RNA-14	2	raw_concat
11	57	AP-RNA-14	2	raw_concat
12	60	AP-RNA-14	2	raw_concat
13	58	AP-RNA-14	2	raw_concat
14	2459	AP-RNA-14	2	raw_concat
15	13207	AP-RNA-14	2	raw_concat
16	45033	AP-RNA-14	2	raw_concat
17	84133	AP-RNA-14	2	raw_concat
18	101757	AP-RNA-14	2	raw_concat
19	101004	AP-RNA-14	2	raw_concat
20	87892	AP-RNA-14	2	raw_concat
21	69868	AP-RNA-14	2	raw_concat
22	61996	AP-RNA-14	2	raw_concat
23	72061	AP-RNA-14	2	raw_concat
24	96150	AP-RNA-14	2	raw_concat
25	132273	AP-RNA-14	2	raw_concat
26	179100	AP-RNA-14	2	raw_concat
27	234520	AP-RNA-14	2	raw_concat
28	305330	AP-RNA-14	2	raw_concat
29	392820	AP-RNA-14	2	raw_concat
30	506529	AP-RNA-14	2	raw_concat
31	641265	AP-RNA-14	2	raw_concat
32	764005	AP-RNA-14	2	raw_concat
33	737973	AP-RNA-14	2	raw_concat
34	373747	AP-RNA-14	2	raw_concat
35	27761	AP-RNA-14	2	raw_concat
15	1	AP-RNA-15	1	raw_concat
16	4	AP-RNA-15	1	raw_concat
17	33	AP-RNA-15	1	raw_concat
18	173	AP-RNA-15	1	raw_concat
19	607	AP-RNA-15	1	raw_concat
20	1945	AP-RNA-15	1	raw_concat
21	4542	AP-RNA-15	1	raw_concat
22	7047	AP-RNA-15	1	raw_concat
23	8636	AP-RNA-15	1	raw_concat
24	11613	AP-RNA-15	1	raw_concat
25	17698	AP-RNA-15	1	raw_concat
26	30245	AP-RNA-15	1	raw_concat
27	55444	AP-RNA-15	1	raw_concat
28	97830	AP-RNA-15	1	raw_concat
29	139546	AP-RNA-15	1	raw_concat
30	149902	AP-RNA-15	1	raw_concat
31	123892	AP-RNA-15	1	raw_concat
32	85802	AP-RNA-15	1	raw_concat
33	57926	AP-RNA-15	1	raw_concat
34	39259	AP-RNA-15	1	raw_concat
35	8481	AP-RNA-15	1	raw_concat
4	6	AP-RNA-15	2	raw_concat
5	5	AP-RNA-15	2	raw_concat
6	11	AP-RNA-15	2	raw_concat
7	8	AP-RNA-15	2	raw_concat
8	18	AP-RNA-15	2	raw_concat
9	9	AP-RNA-15	2	raw_concat
10	11	AP-RNA-15	2	raw_concat
11	13	AP-RNA-15	2	raw_concat
12	13	AP-RNA-15	2	raw_concat
13	18	AP-RNA-15	2	raw_concat
14	2111	AP-RNA-15	2	raw_concat
15	14470	AP-RNA-15	2	raw_concat
16	61578	AP-RNA-15	2	raw_concat
17	117837	AP-RNA-15	2	raw_concat
18	138276	AP-RNA-15	2	raw_concat
19	127355	AP-RNA-15	2	raw_concat
20	96957	AP-RNA-15	2	raw_concat
21	58657	AP-RNA-15	2	raw_concat
22	28775	AP-RNA-15	2	raw_concat
23	13942	AP-RNA-15	2	raw_concat
24	8577	AP-RNA-15	2	raw_concat
25	7296	AP-RNA-15	2	raw_concat
26	8056	AP-RNA-15	2	raw_concat
27	9379	AP-RNA-15	2	raw_concat
28	11897	AP-RNA-15	2	raw_concat
29	15044	AP-RNA-15	2	raw_concat
30	19080	AP-RNA-15	2	raw_concat
31	24349	AP-RNA-15	2	raw_concat
32	30048	AP-RNA-15	2	raw_concat
33	29869	AP-RNA-15	2	raw_concat
34	15368	AP-RNA-15	2	raw_concat
35	1593	AP-RNA-15	2	raw_concat
16	4	AP-RNA-16	1	raw_concat
17	46	AP-RNA-16	1	raw_concat
18	210	AP-RNA-16	1	raw_concat
19	686	AP-RNA-16	1	raw_concat
20	1839	AP-RNA-16	1	raw_concat
21	3652	AP-RNA-16	1	raw_concat
22	4997	AP-RNA-16	1	raw_concat
23	5523	AP-RNA-16	1	raw_concat
24	5542	AP-RNA-16	1	raw_concat
25	5854	AP-RNA-16	1	raw_concat
26	7028	AP-RNA-16	1	raw_concat
27	8911	AP-RNA-16	1	raw_concat
28	11053	AP-RNA-16	1	raw_concat
29	13763	AP-RNA-16	1	raw_concat
30	16082	AP-RNA-16	1	raw_concat
31	19120	AP-RNA-16	1	raw_concat
32	22887	AP-RNA-16	1	raw_concat
33	26130	AP-RNA-16	1	raw_concat
34	22209	AP-RNA-16	1	raw_concat
35	5332	AP-RNA-16	1	raw_concat
3	1	AP-RNA-16	2	raw_concat
4	1	AP-RNA-16	2	raw_concat
5	0	AP-RNA-16	2	raw_concat
6	0	AP-RNA-16	2	raw_concat
7	0	AP-RNA-16	2	raw_concat
8	2	AP-RNA-16	2	raw_concat
9	1	AP-RNA-16	2	raw_concat
10	3	AP-RNA-16	2	raw_concat
11	3	AP-RNA-16	2	raw_concat
12	6	AP-RNA-16	2	raw_concat
13	2	AP-RNA-16	2	raw_concat
14	176	AP-RNA-16	2	raw_concat
15	1142	AP-RNA-16	2	raw_concat
16	4352	AP-RNA-16	2	raw_concat
17	6958	AP-RNA-16	2	raw_concat
18	7011	AP-RNA-16	2	raw_concat
19	5946	AP-RNA-16	2	raw_concat
20	5338	AP-RNA-16	2	raw_concat
21	5238	AP-RNA-16	2	raw_concat
22	5031	AP-RNA-16	2	raw_concat
23	4990	AP-RNA-16	2	raw_concat
24	5365	AP-RNA-16	2	raw_concat
25	6068	AP-RNA-16	2	raw_concat
26	6730	AP-RNA-16	2	raw_concat
27	8045	AP-RNA-16	2	raw_concat
28	9307	AP-RNA-16	2	raw_concat
29	11309	AP-RNA-16	2	raw_concat
30	14383	AP-RNA-16	2	raw_concat
31	17850	AP-RNA-16	2	raw_concat
32	21847	AP-RNA-16	2	raw_concat
33	21507	AP-RNA-16	2	raw_concat
34	11335	AP-RNA-16	2	raw_concat
35	921	AP-RNA-16	2	raw_concat
15	3	AP-RNA-1	1	raw_concat
16	97	AP-RNA-1	1	raw_concat
17	481	AP-RNA-1	1	raw_concat
18	1623	AP-RNA-1	1	raw_concat
19	5197	AP-RNA-1	1	raw_concat
20	15451	AP-RNA-1	1	raw_concat
21	36224	AP-RNA-1	1	raw_concat
22	66028	AP-RNA-1	1	raw_concat
23	107230	AP-RNA-1	1	raw_concat
24	170669	AP-RNA-1	1	raw_concat
25	267342	AP-RNA-1	1	raw_concat
26	411575	AP-RNA-1	1	raw_concat
27	603745	AP-RNA-1	1	raw_concat
28	850627	AP-RNA-1	1	raw_concat
29	1155957	AP-RNA-1	1	raw_concat
30	1524740	AP-RNA-1	1	raw_concat
31	1984093	AP-RNA-1	1	raw_concat
32	2537338	AP-RNA-1	1	raw_concat
33	3002625	AP-RNA-1	1	raw_concat
34	2571698	AP-RNA-1	1	raw_concat
35	588274	AP-RNA-1	1	raw_concat
3	4	AP-RNA-1	2	raw_concat
4	38	AP-RNA-1	2	raw_concat
5	84	AP-RNA-1	2	raw_concat
6	110	AP-RNA-1	2	raw_concat
7	105	AP-RNA-1	2	raw_concat
8	129	AP-RNA-1	2	raw_concat
9	144	AP-RNA-1	2	raw_concat
10	167	AP-RNA-1	2	raw_concat
11	172	AP-RNA-1	2	raw_concat
12	176	AP-RNA-1	2	raw_concat
13	199	AP-RNA-1	2	raw_concat
14	4726	AP-RNA-1	2	raw_concat
15	22507	AP-RNA-1	2	raw_concat
16	52080	AP-RNA-1	2	raw_concat
17	74624	AP-RNA-1	2	raw_concat
18	84327	AP-RNA-1	2	raw_concat
19	91005	AP-RNA-1	2	raw_concat
20	104636	AP-RNA-1	2	raw_concat
21	133352	AP-RNA-1	2	raw_concat
22	180750	AP-RNA-1	2	raw_concat
23	254374	AP-RNA-1	2	raw_concat
24	353002	AP-RNA-1	2	raw_concat
25	477981	AP-RNA-1	2	raw_concat
26	629019	AP-RNA-1	2	raw_concat
27	815395	AP-RNA-1	2	raw_concat
28	1042265	AP-RNA-1	2	raw_concat
29	1330799	AP-RNA-1	2	raw_concat
30	1700698	AP-RNA-1	2	raw_concat
31	2149207	AP-RNA-1	2	raw_concat
32	2559230	AP-RNA-1	2	raw_concat
33	2480893	AP-RNA-1	2	raw_concat
34	1264779	AP-RNA-1	2	raw_concat
35	94040	AP-RNA-1	2	raw_concat
15	1	AP-RNA-2	1	raw_concat
16	81	AP-RNA-2	1	raw_concat
17	396	AP-RNA-2	1	raw_concat
18	1580	AP-RNA-2	1	raw_concat
19	5918	AP-RNA-2	1	raw_concat
20	17576	AP-RNA-2	1	raw_concat
21	41068	AP-RNA-2	1	raw_concat
22	75929	AP-RNA-2	1	raw_concat
23	126275	AP-RNA-2	1	raw_concat
24	203225	AP-RNA-2	1	raw_concat
25	324879	AP-RNA-2	1	raw_concat
26	498648	AP-RNA-2	1	raw_concat
27	732840	AP-RNA-2	1	raw_concat
28	1031607	AP-RNA-2	1	raw_concat
29	1398612	AP-RNA-2	1	raw_concat
30	1858618	AP-RNA-2	1	raw_concat
31	2455090	AP-RNA-2	1	raw_concat
32	3204881	AP-RNA-2	1	raw_concat
33	3868669	AP-RNA-2	1	raw_concat
34	3408927	AP-RNA-2	1	raw_concat
35	822331	AP-RNA-2	1	raw_concat
4	35	AP-RNA-2	2	raw_concat
5	99	AP-RNA-2	2	raw_concat
6	108	AP-RNA-2	2	raw_concat
7	152	AP-RNA-2	2	raw_concat
8	180	AP-RNA-2	2	raw_concat
9	206	AP-RNA-2	2	raw_concat
10	228	AP-RNA-2	2	raw_concat
11	219	AP-RNA-2	2	raw_concat
12	205	AP-RNA-2	2	raw_concat
13	214	AP-RNA-2	2	raw_concat
14	3435	AP-RNA-2	2	raw_concat
15	18466	AP-RNA-2	2	raw_concat
16	41404	AP-RNA-2	2	raw_concat
17	58303	AP-RNA-2	2	raw_concat
18	68244	AP-RNA-2	2	raw_concat
19	77555	AP-RNA-2	2	raw_concat
20	99552	AP-RNA-2	2	raw_concat
21	142775	AP-RNA-2	2	raw_concat
22	213664	AP-RNA-2	2	raw_concat
23	315134	AP-RNA-2	2	raw_concat
24	443189	AP-RNA-2	2	raw_concat
25	602969	AP-RNA-2	2	raw_concat
26	796451	AP-RNA-2	2	raw_concat
27	1029625	AP-RNA-2	2	raw_concat
28	1314398	AP-RNA-2	2	raw_concat
29	1676402	AP-RNA-2	2	raw_concat
30	2147230	AP-RNA-2	2	raw_concat
31	2727378	AP-RNA-2	2	raw_concat
32	3274288	AP-RNA-2	2	raw_concat
