taxid	name	rank	parent_taxid	sample	n_reads_direct	n_reads_clade
10607	Human papillomavirus 17	serotype	333924	AP-DNA-10	1	1
10607	Human papillomavirus 17	serotype	333924	AP-DNA-11	1	1
10607	Human papillomavirus 17	serotype	333924	AP-DNA-13	1	1
10607	Human papillomavirus 17	serotype	333924	AP-DNA-7	1	1
10607	Human papillomavirus 17	serotype	333924	AP-DNA-1	6	6
10607	Human papillomavirus 17	serotype	333924	AP-RNA-1	5	5
10607	Human papillomavirus 17	serotype	333924	AP-DNA-5	2	2
10607	Human papillomavirus 17	serotype	333924	AP-RNA-10	2	2
10607	Human papillomavirus 17	serotype	333924	AP-RNA-2	1	1
10608	Human papillomavirus 19	serotype	337051	AP-DNA-1	1	1
10608	Human papillomavirus 19	serotype	337051	AP-RNA-6	2	2
10614	Human papillomavirus 3	serotype	337039	AP-DNA-4	1	1
10614	Human papillomavirus 3	serotype	337039	AP-DNA-3	1	1
10614	Human papillomavirus 3	serotype	337039	AP-RNA-4	1	1
10614	Human papillomavirus 3	serotype	337039	AP-RNA-6	2	2
10616	Human papillomavirus type 49	serotype	334207	AP-DNA-10	1	1
10616	Human papillomavirus type 49	serotype	334207	AP-DNA-11	1	1
10616	Human papillomavirus type 49	serotype	334207	AP-DNA-8	1	1
10616	Human papillomavirus type 49	serotype	334207	AP-DNA-3	2	2
10616	Human papillomavirus type 49	serotype	334207	AP-RNA-1	1	1
10616	Human papillomavirus type 49	serotype	334207	AP-RNA-8	2	2
10617	Human papillomavirus 4	serotype	333926	AP-DNA-10	3	3
10617	Human papillomavirus 4	serotype	333926	AP-DNA-11	3	3
10617	Human papillomavirus 4	serotype	333926	AP-DNA-13	12	12
10617	Human papillomavirus 4	serotype	333926	AP-DNA-14	1	1
10617	Human papillomavirus 4	serotype	333926	AP-DNA-2	4	4
10617	Human papillomavirus 4	serotype	333926	AP-DNA-7	1	1
10617	Human papillomavirus 4	serotype	333926	AP-RNA-3	1	1
10617	Human papillomavirus 4	serotype	333926	AP-RNA-5	1	1
10617	Human papillomavirus 4	serotype	333926	AP-DNA-12	84	84
10617	Human papillomavirus 4	serotype	333926	AP-DNA-4	2	2
10617	Human papillomavirus 4	serotype	333926	AP-DNA-8	12	12
10617	Human papillomavirus 4	serotype	333926	AP-DNA-3	3	3
10617	Human papillomavirus 4	serotype	333926	AP-DNA-1	1	1
10617	Human papillomavirus 4	serotype	333926	AP-RNA-1	2	2
10617	Human papillomavirus 4	serotype	333926	AP-DNA-5	14	14
10617	Human papillomavirus 4	serotype	333926	AP-RNA-12	36	36
10617	Human papillomavirus 4	serotype	333926	AP-RNA-13	13	13
10617	Human papillomavirus 4	serotype	333926	AP-RNA-2	1	1
10617	Human papillomavirus 4	serotype	333926	AP-RNA-4	3	3
10617	Human papillomavirus 4	serotype	333926	AP-RNA-8	8	8
10617	Human papillomavirus 4	serotype	333926	AP-RNA-15	1	1
10621	Human papillomavirus 9	serotype	333924	AP-DNA-3	1	1
10621	Human papillomavirus 9	serotype	333924	AP-DNA-1	4	4
10621	Human papillomavirus 9	serotype	333924	AP-RNA-1	1	1
10621	Human papillomavirus 9	serotype	333924	AP-RNA-12	1	1
10621	Human papillomavirus 9	serotype	333924	AP-RNA-2	1	1
10780	Parvoviridae	family	2732534	AP-DNA-11	0	2
10780	Parvoviridae	family	2732534	AP-DNA-13	0	4
10780	Parvoviridae	family	2732534	AP-DNA-14	0	1
10780	Parvoviridae	family	2732534	AP-DNA-2	0	6
10780	Parvoviridae	family	2732534	AP-DNA-6	0	1
10780	Parvoviridae	family	2732534	AP-RNA-5	0	3
10780	Parvoviridae	family	2732534	AP-DNA-4	0	2
10780	Parvoviridae	family	2732534	AP-DNA-9	0	1
10780	Parvoviridae	family	2732534	AP-DNA-3	0	3
10780	Parvoviridae	family	2732534	AP-DNA-1	0	4
10780	Parvoviridae	family	2732534	AP-RNA-1	0	4
10780	Parvoviridae	family	2732534	AP-DNA-5	0	2
10780	Parvoviridae	family	2732534	AP-RNA-10	0	9
10780	Parvoviridae	family	2732534	AP-RNA-11	0	1
10780	Parvoviridae	family	2732534	AP-RNA-12	0	3
10780	Parvoviridae	family	2732534	AP-RNA-13	0	1
10780	Parvoviridae	family	2732534	AP-RNA-2	0	2
10780	Parvoviridae	family	2732534	AP-RNA-4	0	3
10780	Parvoviridae	family	2732534	AP-RNA-6	0	3
10780	Parvoviridae	family	2732534	AP-RNA-7	0	3
10780	Parvoviridae	family	2732534	AP-RNA-8	0	1
10780	Parvoviridae	family	2732534	AP-RNA-9	0	1
11050	Flaviviridae	family	2732545	AP-DNA-10	0	2
11050	Flaviviridae	family	2732545	AP-DNA-11	0	3
11050	Flaviviridae	family	2732545	AP-DNA-13	0	3
11050	Flaviviridae	family	2732545	AP-DNA-2	0	3
11050	Flaviviridae	family	2732545	AP-DNA-7	0	1
11050	Flaviviridae	family	2732545	AP-RNA-3	0	1
11050	Flaviviridae	family	2732545	AP-DNA-12	0	2
11050	Flaviviridae	family	2732545	AP-DNA-8	0	3
11050	Flaviviridae	family	2732545	AP-DNA-1	0	2
11050	Flaviviridae	family	2732545	AP-DNA-5	0	1
11051	Flavivirus	genus	11050	AP-DNA-10	0	2
11051	Flavivirus	genus	11050	AP-DNA-11	0	3
11051	Flavivirus	genus	11050	AP-DNA-13	0	3
11051	Flavivirus	genus	11050	AP-DNA-2	0	3
11051	Flavivirus	genus	11050	AP-DNA-7	0	1
11051	Flavivirus	genus	11050	AP-RNA-3	0	1
11051	Flavivirus	genus	11050	AP-DNA-12	0	2
11051	Flavivirus	genus	11050	AP-DNA-8	0	3
11051	Flavivirus	genus	11050	AP-DNA-1	0	2
11051	Flavivirus	genus	11050	AP-DNA-5	0	1
11118	Coronaviridae	family	2499399	AP-RNA-1	0	20
11118	Coronaviridae	family	2499399	AP-RNA-12	0	50
11118	Coronaviridae	family	2499399	AP-RNA-13	0	6
11118	Coronaviridae	family	2499399	AP-RNA-14	0	1
11118	Coronaviridae	family	2499399	AP-RNA-2	0	14
11118	Coronaviridae	family	2499399	AP-RNA-4	0	1
11128	Bovine coronavirus	no rank	694003	AP-RNA-12	0	1
11137	Human coronavirus 229E	species	2509480	AP-RNA-13	1	1
11157	Mononegavirales	order	2497574	AP-RNA-5	0	6
11157	Mononegavirales	order	2497574	AP-RNA-11	0	5
11157	Mononegavirales	order	2497574	AP-RNA-13	0	13
11157	Mononegavirales	order	2497574	AP-RNA-4	0	5
11158	Paramyxoviridae	family	11157	AP-RNA-5	0	6
11158	Paramyxoviridae	family	11157	AP-RNA-11	0	5
11158	Paramyxoviridae	family	11157	AP-RNA-4	0	4
11216	Human respirovirus 3	species	186938	AP-RNA-5	3	6
11216	Human respirovirus 3	species	186938	AP-RNA-11	2	5
11216	Human respirovirus 3	species	186938	AP-RNA-4	1	4
11244	Pneumoviridae	family	11157	AP-RNA-13	0	13
11244	Pneumoviridae	family	11157	AP-RNA-4	0	1
11250	Human orthopneumovirus	species	1868215	AP-RNA-13	0	13
11308	Orthomyxoviridae	family	2499411	AP-RNA-13	0	2
11308	Orthomyxoviridae	family	2499411	AP-RNA-2	0	1
11308	Orthomyxoviridae	family	2499411	AP-DNA-16	0	2
11320	Influenza A virus	species	197911	AP-RNA-13	0	1
11320	Influenza A virus	species	197911	AP-RNA-2	0	1
11320	Influenza A virus	species	197911	AP-DNA-16	0	2
11552	Influenza C virus	species	197913	AP-RNA-13	0	1
11553	Influenza C virus (C/Ann Arbor/1/50)	no rank	11552	AP-RNA-13	1	1
11632	Retroviridae	family	2169561	AP-DNA-10	0	6
11632	Retroviridae	family	2169561	AP-DNA-11	0	7
11632	Retroviridae	family	2169561	AP-DNA-13	0	5
11632	Retroviridae	family	2169561	AP-DNA-14	0	3
11632	Retroviridae	family	2169561	AP-DNA-6	0	1
11632	Retroviridae	family	2169561	AP-DNA-7	0	2
11632	Retroviridae	family	2169561	AP-RNA-3	0	1
11632	Retroviridae	family	2169561	AP-DNA-12	0	12
11632	Retroviridae	family	2169561	AP-DNA-9	0	1
11632	Retroviridae	family	2169561	AP-DNA-3	0	2
11632	Retroviridae	family	2169561	AP-DNA-1	0	3
11632	Retroviridae	family	2169561	AP-DNA-15	0	1
11646	Lentivirus	genus	327045	AP-DNA-10	0	6
11646	Lentivirus	genus	327045	AP-DNA-11	0	5
11646	Lentivirus	genus	327045	AP-DNA-13	0	4
11646	Lentivirus	genus	327045	AP-DNA-7	0	1
11646	Lentivirus	genus	327045	AP-DNA-12	0	11
11646	Lentivirus	genus	327045	AP-DNA-9	0	1
11646	Lentivirus	genus	327045	AP-DNA-1	0	2
11646	Lentivirus	genus	327045	AP-DNA-15	0	1
11676	Human immunodeficiency virus 1	species	11646	AP-DNA-10	6	6
11676	Human immunodeficiency virus 1	species	11646	AP-DNA-11	5	5
11676	Human immunodeficiency virus 1	species	11646	AP-DNA-13	4	4
11676	Human immunodeficiency virus 1	species	11646	AP-DNA-7	1	1
11676	Human immunodeficiency virus 1	species	11646	AP-DNA-12	11	11
11676	Human immunodeficiency virus 1	species	11646	AP-DNA-9	1	1
11676	Human immunodeficiency virus 1	species	11646	AP-DNA-1	2	2
11676	Human immunodeficiency virus 1	species	11646	AP-DNA-15	1	1
11786	Murine leukemia virus	species	153135	AP-DNA-3	0	1
11837	Xenotropic murine leukemia virus	no rank	368797	AP-DNA-3	1	1
11908	Human T-cell leukemia virus type I	no rank	194440	AP-DNA-12	1	1
11974	Caliciviridae	family	464095	AP-RNA-1	0	1
11983	Norwalk virus	species	142786	AP-RNA-1	0	1
12058	Picornaviridae	family	464095	AP-RNA-3	0	1
12058	Picornaviridae	family	464095	AP-RNA-5	0	3
12058	Picornaviridae	family	464095	AP-RNA-1	0	12
12058	Picornaviridae	family	464095	AP-RNA-10	0	11
12058	Picornaviridae	family	464095	AP-RNA-11	0	2
12058	Picornaviridae	family	464095	AP-RNA-13	0	1
12058	Picornaviridae	family	464095	AP-RNA-2	0	5
12058	Picornaviridae	family	464095	AP-RNA-4	0	1
12058	Picornaviridae	family	464095	AP-RNA-6	0	3
12058	Picornaviridae	family	464095	AP-RNA-8	0	17
12058	Picornaviridae	family	464095	AP-RNA-9	0	4
12059	Enterovirus	genus	2946630	AP-RNA-3	0	1
12059	Enterovirus	genus	2946630	AP-RNA-5	0	3
12059	Enterovirus	genus	2946630	AP-RNA-1	0	12
12059	Enterovirus	genus	2946630	AP-RNA-10	0	9
12059	Enterovirus	genus	2946630	AP-RNA-11	0	2
12059	Enterovirus	genus	2946630	AP-RNA-13	0	1
12059	Enterovirus	genus	2946630	AP-RNA-2	0	5
12059	Enterovirus	genus	2946630	AP-RNA-4	0	1
12059	Enterovirus	genus	2946630	AP-RNA-6	0	3
12059	Enterovirus	genus	2946630	AP-RNA-8	0	17
12059	Enterovirus	genus	2946630	AP-RNA-9	0	3
12103	Cardiovirus	genus	2946627	AP-RNA-10	0	1
12103	Cardiovirus	genus	2946627	AP-RNA-9	0	1
12429	unclassified viruses	no rank	10239	AP-DNA-7	0	2
12429	unclassified viruses	no rank	10239	AP-RNA-10	0	1
28284	Human adenovirus 40	serotype	130309	AP-DNA-7	1	1
28284	Human adenovirus 40	serotype	130309	AP-RNA-7	1	1
28285	Human adenovirus 5	serotype	129951	AP-DNA-10	1	1
28285	Human adenovirus 5	serotype	129951	AP-DNA-13	1	1
28285	Human adenovirus 5	serotype	129951	AP-DNA-2	10	10
28285	Human adenovirus 5	serotype	129951	AP-DNA-8	3	3
28285	Human adenovirus 5	serotype	129951	AP-DNA-1	36	36
28285	Human adenovirus 5	serotype	129951	AP-RNA-1	4	4
28285	Human adenovirus 5	serotype	129951	AP-DNA-5	1	1
28285	Human adenovirus 5	serotype	129951	AP-RNA-2	1	1
28311	Human papillomavirus type 63	serotype	334204	AP-DNA-10	2	2
28311	Human papillomavirus type 63	serotype	334204	AP-DNA-11	4	4
28311	Human papillomavirus type 63	serotype	334204	AP-DNA-13	4	4
28311	Human papillomavirus type 63	serotype	334204	AP-DNA-2	7	7
28311	Human papillomavirus type 63	serotype	334204	AP-DNA-6	9	9
28311	Human papillomavirus type 63	serotype	334204	AP-DNA-7	33	33
28311	Human papillomavirus type 63	serotype	334204	AP-RNA-5	4	4
28311	Human papillomavirus type 63	serotype	334204	AP-DNA-12	6	6
28311	Human papillomavirus type 63	serotype	334204	AP-DNA-4	2	2
28311	Human papillomavirus type 63	serotype	334204	AP-DNA-8	10	10
28311	Human papillomavirus type 63	serotype	334204	AP-DNA-9	6	6
28311	Human papillomavirus type 63	serotype	334204	AP-DNA-3	14	14
28311	Human papillomavirus type 63	serotype	334204	AP-DNA-1	12	12
28311	Human papillomavirus type 63	serotype	334204	AP-RNA-1	5	5
28311	Human papillomavirus type 63	serotype	334204	AP-DNA-5	6	6
28311	Human papillomavirus type 63	serotype	334204	AP-RNA-10	3	3
28311	Human papillomavirus type 63	serotype	334204	AP-RNA-11	2	2
28311	Human papillomavirus type 63	serotype	334204	AP-RNA-12	4	4
28311	Human papillomavirus type 63	serotype	334204	AP-RNA-13	3	3
28311	Human papillomavirus type 63	serotype	334204	AP-RNA-14	1	1
28311	Human papillomavirus type 63	serotype	334204	AP-RNA-4	2	2
28311	Human papillomavirus type 63	serotype	334204	AP-RNA-6	4	4
28311	Human papillomavirus type 63	serotype	334204	AP-RNA-7	17	17
28311	Human papillomavirus type 63	serotype	334204	AP-RNA-8	7	7
28311	Human papillomavirus type 63	serotype	334204	AP-RNA-9	2	2
28312	Human papillomavirus 65	serotype	333926	AP-DNA-10	54	54
28312	Human papillomavirus 65	serotype	333926	AP-DNA-11	23	23
28312	Human papillomavirus 65	serotype	333926	AP-DNA-13	6	6
28312	Human papillomavirus 65	serotype	333926	AP-DNA-14	4	4
28312	Human papillomavirus 65	serotype	333926	AP-DNA-2	5	5
28312	Human papillomavirus 65	serotype	333926	AP-DNA-6	11	11
28312	Human papillomavirus 65	serotype	333926	AP-DNA-7	19	19
28312	Human papillomavirus 65	serotype	333926	AP-RNA-3	4	4
28312	Human papillomavirus 65	serotype	333926	AP-RNA-5	3	3
28312	Human papillomavirus 65	serotype	333926	AP-DNA-12	7	7
28312	Human papillomavirus 65	serotype	333926	AP-DNA-4	10	10
28312	Human papillomavirus 65	serotype	333926	AP-DNA-8	32	32
28312	Human papillomavirus 65	serotype	333926	AP-DNA-9	7	7
28312	Human papillomavirus 65	serotype	333926	AP-DNA-3	19	19
28312	Human papillomavirus 65	serotype	333926	AP-DNA-1	6	6
28312	Human papillomavirus 65	serotype	333926	AP-RNA-1	3	3
28312	Human papillomavirus 65	serotype	333926	AP-DNA-5	13	13
28312	Human papillomavirus 65	serotype	333926	AP-RNA-10	17	17
28312	Human papillomavirus 65	serotype	333926	AP-RNA-11	8	8
28312	Human papillomavirus 65	serotype	333926	AP-RNA-12	5	5
28312	Human papillomavirus 65	serotype	333926	AP-RNA-13	4	4
28312	Human papillomavirus 65	serotype	333926	AP-RNA-14	2	2
28312	Human papillomavirus 65	serotype	333926	AP-RNA-2	3	3
28312	Human papillomavirus 65	serotype	333926	AP-RNA-4	10	10
28312	Human papillomavirus 65	serotype	333926	AP-RNA-6	5	5
28312	Human papillomavirus 65	serotype	333926	AP-RNA-7	3	3
28312	Human papillomavirus 65	serotype	333926	AP-RNA-8	18	18
28312	Human papillomavirus 65	serotype	333926	AP-RNA-9	11	11
31546	Human papillomavirus type 14D	no rank	10605	AP-DNA-6	1	1
31547	human papillomavirus 20	serotype	337051	AP-DNA-14	1	1
31547	human papillomavirus 20	serotype	337051	AP-DNA-2	3	3
31547	human papillomavirus 20	serotype	337051	AP-DNA-6	2	2
31547	human papillomavirus 20	serotype	337051	AP-DNA-7	3	3
31547	human papillomavirus 20	serotype	337051	AP-RNA-5	2	2
31547	human papillomavirus 20	serotype	337051	AP-DNA-12	1	1
31547	human papillomavirus 20	serotype	337051	AP-DNA-8	5	5
31547	human papillomavirus 20	serotype	337051	AP-DNA-3	1	1
31547	human papillomavirus 20	serotype	337051	AP-DNA-5	3	3
31547	human papillomavirus 20	serotype	337051	AP-RNA-11	1	1
31547	human papillomavirus 20	serotype	337051	AP-RNA-4	1	1
31547	human papillomavirus 20	serotype	337051	AP-DNA-16	5	5
31548	human papillomavirus 21	serotype	337051	AP-DNA-14	1	1
31631	Human coronavirus OC43	no rank	694003	AP-RNA-12	49	49
31631	Human coronavirus OC43	no rank	694003	AP-RNA-13	5	5
31631	Human coronavirus OC43	no rank	694003	AP-RNA-14	1	1
31631	Human coronavirus OC43	no rank	694003	AP-RNA-2	2	2
32603	Human betaherpesvirus 6A	species	40272	AP-RNA-4	1	1
32604	Human betaherpesvirus 6B	species	40272	AP-DNA-10	2	2
32604	Human betaherpesvirus 6B	species	40272	AP-DNA-2	7	7
32604	Human betaherpesvirus 6B	species	40272	AP-DNA-6	1	1
32604	Human betaherpesvirus 6B	species	40272	AP-DNA-7	1	1
32604	Human betaherpesvirus 6B	species	40272	AP-DNA-12	1	1
32604	Human betaherpesvirus 6B	species	40272	AP-DNA-4	1	1
32604	Human betaherpesvirus 6B	species	40272	AP-DNA-8	1	1
32604	Human betaherpesvirus 6B	species	40272	AP-DNA-3	2	2
32604	Human betaherpesvirus 6B	species	40272	AP-DNA-1	4	4
32604	Human betaherpesvirus 6B	species	40272	AP-RNA-1	1	1
32604	Human betaherpesvirus 6B	species	40272	AP-RNA-2	2	2
32604	Human betaherpesvirus 6B	species	40272	AP-RNA-6	1	1
32604	Human betaherpesvirus 6B	species	40272	AP-RNA-7	1	1
32604	Human betaherpesvirus 6B	species	40272	AP-RNA-8	1	1
35276	unclassified Retroviridae	no rank	11632	AP-DNA-11	0	1
35276	unclassified Retroviridae	no rank	11632	AP-DNA-13	0	1
35276	unclassified Retroviridae	no rank	11632	AP-DNA-14	0	3
35276	unclassified Retroviridae	no rank	11632	AP-DNA-6	0	1
35276	unclassified Retroviridae	no rank	11632	AP-DNA-3	0	1
37111	Human papillomavirus 28	serotype	337039	AP-DNA-6	1	1
37111	Human papillomavirus 28	serotype	337039	AP-DNA-7	1	1
37111	Human papillomavirus 28	serotype	337039	AP-DNA-12	12	12
37111	Human papillomavirus 28	serotype	337039	AP-DNA-4	1	1
37111	Human papillomavirus 28	serotype	337039	AP-DNA-8	4	4
37111	Human papillomavirus 28	serotype	337039	AP-DNA-9	2	2
37111	Human papillomavirus 28	serotype	337039	AP-RNA-12	14	14
37119	human papillomavirus 66	serotype	337050	AP-DNA-3	1	1
37120	human papillomavirus 67	serotype	337041	AP-RNA-4	1	1
37954	Human papillomavirus 22	serotype	333924	AP-DNA-10	1	1
37954	Human papillomavirus 22	serotype	333924	AP-DNA-14	1	1
37954	Human papillomavirus 22	serotype	333924	AP-DNA-2	4	4
37954	Human papillomavirus 22	serotype	333924	AP-DNA-7	1	1
37954	Human papillomavirus 22	serotype	333924	AP-DNA-12	1	1
37954	Human papillomavirus 22	serotype	333924	AP-DNA-9	16	16
37954	Human papillomavirus 22	serotype	333924	AP-DNA-1	1	1
37954	Human papillomavirus 22	serotype	333924	AP-RNA-10	1	1
37954	Human papillomavirus 22	serotype	333924	AP-RNA-9	1	1
37955	Human papillomavirus 23	serotype	333924	AP-DNA-10	2	2
37955	Human papillomavirus 23	serotype	333924	AP-DNA-11	2	2
37955	Human papillomavirus 23	serotype	333924	AP-DNA-13	1	1
37955	Human papillomavirus 23	serotype	333924	AP-DNA-14	1	1
37955	Human papillomavirus 23	serotype	333924	AP-DNA-2	120	120
37955	Human papillomavirus 23	serotype	333924	AP-DNA-6	1	1
37955	Human papillomavirus 23	serotype	333924	AP-RNA-5	3	3
37955	Human papillomavirus 23	serotype	333924	AP-DNA-4	1	1
37955	Human papillomavirus 23	serotype	333924	AP-DNA-8	4	4
37955	Human papillomavirus 23	serotype	333924	AP-DNA-9	3	3
37955	Human papillomavirus 23	serotype	333924	AP-DNA-3	1	1
37955	Human papillomavirus 23	serotype	333924	AP-DNA-1	5	5
37955	Human papillomavirus 23	serotype	333924	AP-RNA-1	3	3
37955	Human papillomavirus 23	serotype	333924	AP-DNA-5	1	1
37955	Human papillomavirus 23	serotype	333924	AP-RNA-12	1	1
37955	Human papillomavirus 23	serotype	333924	AP-RNA-2	39	39
37955	Human papillomavirus 23	serotype	333924	AP-RNA-4	1	1
37955	Human papillomavirus 23	serotype	333924	AP-RNA-7	2	2
37955	Human papillomavirus 23	serotype	333924	AP-RNA-8	2	2
37955	Human papillomavirus 23	serotype	333924	AP-RNA-9	1	1
37956	human papillomavirus 24	serotype	337051	AP-DNA-10	4	4
37956	human papillomavirus 24	serotype	337051	AP-DNA-13	1	1
37956	human papillomavirus 24	serotype	337051	AP-DNA-2	2	2
37956	human papillomavirus 24	serotype	337051	AP-DNA-6	6	6
37956	human papillomavirus 24	serotype	337051	AP-DNA-7	1	1
37956	human papillomavirus 24	serotype	337051	AP-RNA-3	1	1
37956	human papillomavirus 24	serotype	337051	AP-DNA-12	89	89
37956	human papillomavirus 24	serotype	337051	AP-DNA-4	1	1
37956	human papillomavirus 24	serotype	337051	AP-DNA-8	3	3
37956	human papillomavirus 24	serotype	337051	AP-DNA-3	8	8
37956	human papillomavirus 24	serotype	337051	AP-DNA-1	15	15
37956	human papillomavirus 24	serotype	337051	AP-RNA-1	10	10
37956	human papillomavirus 24	serotype	337051	AP-DNA-5	2	2
37956	human papillomavirus 24	serotype	337051	AP-RNA-12	92	92
37956	human papillomavirus 24	serotype	337051	AP-RNA-2	1	1
37956	human papillomavirus 24	serotype	337051	AP-RNA-4	1	1
37956	human papillomavirus 24	serotype	337051	AP-RNA-7	3	3
37956	human papillomavirus 24	serotype	337051	AP-RNA-8	1	1
37957	human papillomavirus 36	serotype	337051	AP-RNA-7	1	1
37958	Human papillomavirus 37	serotype	333924	AP-DNA-10	1	1
37958	Human papillomavirus 37	serotype	333924	AP-RNA-3	5	5
37958	Human papillomavirus 37	serotype	333924	AP-DNA-9	1	1
37958	Human papillomavirus 37	serotype	333924	AP-DNA-3	9	9
37958	Human papillomavirus 37	serotype	333924	AP-DNA-1	5	5
37958	Human papillomavirus 37	serotype	333924	AP-RNA-1	3	3
37958	Human papillomavirus 37	serotype	333924	AP-DNA-15	1	1
37958	Human papillomavirus 37	serotype	333924	AP-RNA-6	1	1
37959	Human papillomavirus 38	serotype	333924	AP-DNA-10	4	114
37959	Human papillomavirus 38	serotype	333924	AP-DNA-2	1	2
37959	Human papillomavirus 38	serotype	333924	AP-DNA-6	2	3
37959	Human papillomavirus 38	serotype	333924	AP-DNA-7	0	1
37959	Human papillomavirus 38	serotype	333924	AP-RNA-5	1	1
37959	Human papillomavirus 38	serotype	333924	AP-DNA-12	1	1
37959	Human papillomavirus 38	serotype	333924	AP-DNA-4	66	66
37959	Human papillomavirus 38	serotype	333924	AP-DNA-3	1	2
37959	Human papillomavirus 38	serotype	333924	AP-DNA-1	1	3
37959	Human papillomavirus 38	serotype	333924	AP-RNA-10	4	67
37959	Human papillomavirus 38	serotype	333924	AP-RNA-13	0	1
37959	Human papillomavirus 38	serotype	333924	AP-RNA-14	1	1
37959	Human papillomavirus 38	serotype	333924	AP-RNA-2	1	1
37959	Human papillomavirus 38	serotype	333924	AP-RNA-4	68	70
37959	Human papillomavirus 38	serotype	333924	AP-RNA-6	1	2
39733	Astroviridae	family	2732551	AP-RNA-5	0	2
39733	Astroviridae	family	2732551	AP-RNA-11	0	1
39733	Astroviridae	family	2732551	AP-RNA-4	0	1
40119	Parvovirinae	subfamily	10780	AP-DNA-11	0	2
40119	Parvovirinae	subfamily	10780	AP-DNA-13	0	4
40119	Parvovirinae	subfamily	10780	AP-DNA-14	0	1
40119	Parvovirinae	subfamily	10780	AP-DNA-2	0	6
40119	Parvovirinae	subfamily	10780	AP-DNA-6	0	1
40119	Parvovirinae	subfamily	10780	AP-RNA-5	0	3
40119	Parvovirinae	subfamily	10780	AP-DNA-4	0	2
40119	Parvovirinae	subfamily	10780	AP-DNA-9	0	1
40119	Parvovirinae	subfamily	10780	AP-DNA-3	0	3
40119	Parvovirinae	subfamily	10780	AP-DNA-1	0	4
40119	Parvovirinae	subfamily	10780	AP-RNA-1	0	4
40119	Parvovirinae	subfamily	10780	AP-DNA-5	0	2
40119	Parvovirinae	subfamily	10780	AP-RNA-10	0	9
40119	Parvovirinae	subfamily	10780	AP-RNA-11	0	1
40119	Parvovirinae	subfamily	10780	AP-RNA-12	0	3
40119	Parvovirinae	subfamily	10780	AP-RNA-13	0	1
40119	Parvovirinae	subfamily	10780	AP-RNA-2	0	2
40119	Parvovirinae	subfamily	10780	AP-RNA-4	0	3
40119	Parvovirinae	subfamily	10780	AP-RNA-6	0	3
40119	Parvovirinae	subfamily	10780	AP-RNA-7	0	3
40119	Parvovirinae	subfamily	10780	AP-RNA-8	0	1
40119	Parvovirinae	subfamily	10780	AP-RNA-9	0	1
40272	Roseolovirus	genus	10357	AP-DNA-10	0	3
40272	Roseolovirus	genus	10357	AP-DNA-11	0	1
40272	Roseolovirus	genus	10357	AP-DNA-13	0	2
40272	Roseolovirus	genus	10357	AP-DNA-2	0	8
40272	Roseolovirus	genus	10357	AP-DNA-6	0	1
40272	Roseolovirus	genus	10357	AP-DNA-7	0	1
40272	Roseolovirus	genus	10357	AP-RNA-3	0	2
40272	Roseolovirus	genus	10357	AP-DNA-12	0	3
40272	Roseolovirus	genus	10357	AP-DNA-4	0	1
40272	Roseolovirus	genus	10357	AP-DNA-8	0	1
40272	Roseolovirus	genus	10357	AP-DNA-3	0	5
40272	Roseolovirus	genus	10357	AP-DNA-1	0	4
40272	Roseolovirus	genus	10357	AP-RNA-1	0	3
40272	Roseolovirus	genus	10357	AP-DNA-15	0	2
40272	Roseolovirus	genus	10357	AP-RNA-11	0	2
40272	Roseolovirus	genus	10357	AP-RNA-2	0	3
40272	Roseolovirus	genus	10357	AP-RNA-4	0	3
40272	Roseolovirus	genus	10357	AP-RNA-6	0	1
40272	Roseolovirus	genus	10357	AP-RNA-7	0	1
40272	Roseolovirus	genus	10357	AP-RNA-8	0	2
